Low-Code No-Code Platform,Job Site,Job Title,Company,Location(s),Experience,Role,Preferred Key Skills,Requirements (Job Description),Responsibilities,JD Link,No. of Vacancies,Salary Offered,,
Microsoft Power Apps,linkedin,POWERAPPS DEVELOPER,AviinTech Business Solutions,India ,Entry Level,"POWERAPPS DEVELOPER
","power bi,office 365 services,data integration,microsoft azure,security and compliance considerations,agile,microsoft,agile development methodologies,database concepts,powerapps,security,microsoft power platform,analytical skills,power automate,data,powerapps formulas","Proven experience in developing PowerApps applications
Proficiency in Microsoft Power Platform including PowerApps, Power Automate, and Power BI
Strong understanding of data integration and database concepts
Ability to design responsive and user-friendly user interfaces
Experience with PowerApps formulas and expressions
Knowledge of Microsoft Azure and Office 365 services
Excellent problem-solving and analytical skills
Good communication and collaboration abilities
Certifications in Power Platform or related technologies are a plus
Experience in Agile development methodologies
Ability to prioritize and manage multiple tasks effectively
Understanding of security and compliance considerations in PowerApps development
Ability to adapt to new technologies and frameworks
Strong attention to detail and quality of work","Collaborate with business stakeholders to gather requirements and understand application needs
Design, develop, and customize PowerApps solutions to meet business objectives
Create canvas and model-driven apps with a focus on usability and functionality
Integrate data from various sources into PowerApps using connectors
Optimize performance and troubleshoot issues in PowerApps applications
Provide technical support and maintenance for deployed PowerApps solutions
Ensure compliance with security and data governance policies
Train and support end-users in utilizing PowerApps applications
Stay updated with the latest Power Platform features and capabilities
Collaborate with the IT team to ensure seamless integration with existing systems",https://www.linkedin.com/jobs/view/3949888626,,,,
Microsoft Power Apps,linkedin,Powerapps Consultant,Infosys,Pune,Entry Level,Powerapps Consultant,"PowerApps
Windows PowerShell","Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data
 Awareness of latest technologies and trends
 Logical thinking and problem solving skills along with an ability to collaborate
 Ability to assess the current processes, identify improvement areas and suggest the technology solutions
 One or two industry domain knowledge","As part of the Infosys consulting team, your primary role would be to actively aid the consulting team in different phases of the project including problem definition, effort estimation, diagnosis, solution generation and design and deployment
 You will explore the alternatives to the recommended solutions based on research that includes literature surveys, information available in public domains, vendor evaluation information, etc. and build POCs
 You will create requirement specifications from the business needs, define the to-be-processes and detailed functional designs based on requirements.
 You will support configuring solution requirements on the products; understand if any issues, diagnose the root-cause of such issues, seek clarifications, and then identify and shortlist solution alternatives
 You will also contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!",https://www.linkedin.com/jobs/view/3980706413,,,,
Microsoft Power Apps,linkedin,Application Developer,krazy mantra hr solutions,Pune,Entry Level,Application Developer in Power Apps,"PowerApps
PowerAutomate","Python, SQL, experience in Process digitization, automation, data visualization.","Technical proficiency in database design development, data models, techniques for data mining and segmentation, cloud-based data platforms and services.",https://www.linkedin.com/jobs/view/3960984670,,,,
Microsoft Power Apps,linkedin,PowerPlatform Admin,Tech Mahindra,Bengaluru,5-10 years,PowerPlatform Admin,Microsoft Power Platform,"• Proven work experience as a team leader or supervisor.
• In-depth experience with Microsoft Power Platform (Power Apps, Power Automate, Power BI).
• Min. of 3 years of experience in Power platform admin
• Strong understanding of CoE concepts, governance, and best practices.
• Excellent communication and collaboration skills.
• Ability to lead and influence cross-functional teams.
• Organizational and time-management skills.
• Decision-making capabilities.
• Certifications such as Microsoft Power Platform Fundamentals or Power Platform App Maker are a plus.","We are looking for a strong lead who plays a pivotal role in establishing and nurturing a Center of Excellence (CoE) for Microsoft Power Platform. He/ She should focus on Power Apps, Power Automate, and related technologies and collaborate with cross-functional teams, drive adoption, and ensure best practices across the organization.


1. Environment Strategy: Establish and maintain an environment strategy for Power Apps, Power Automate, Power Pages, and Microsoft Copilot Studio.


2. CoE Strategy and Governance: Develop and execute a comprehensive strategy for Power Platform adoption, including CoE setup, governance, and ongoing management. Define standards, guidelines, and best practices for Power Apps and Power Automate development. Establish audit and compliance processes to maintain data integrity and security.


3. Stakeholder Engagement: Engage with business units, IT, and other relevant teams to understand their requirements and align CoE initiatives with organizational goals. Foster a community of makers by organizing workshops, training sessions, and knowledge-sharing events.


4. Change Management and Adoption: Provide coaching and support to citizen developers and business users.


5. CoE Setup and Maintenance: Implement the Power Platform CoE Starter Kit components and tools. Monitor and manage Power Platform environments, ensuring optimal performance and resource allocation. Collaborate with administrators and developers to troubleshoot issues and enhance productivity.


6. Data Loss Prevention (DLP) Policies: Set up DLP policies to safeguard data within the platform.


7. Data Availability: Make data available to makers through connectors, integration, or migration.


8. Continuous Learning and Innovation: Application catalog optimization. Stay informed about Power Platform updates, new features, and industry trends. Should be able to provide recommendations on storage optimizations in Dataverse. Explore innovative ways to leverage Power Platform for business process automation and digital transformation.",https://www.linkedin.com/jobs/view/4007762027,,,,
Microsoft Power Apps,linkedin,Power Apps,LTIMindtree,Chennai,5-13 years,Sharepoint Developer,"Power Apps
Canvas","6 -8+ years of experience in SharePoint Online and Power Platform
• Minimum 3 years’ experience in PowerApps Canvas. Model driven and Power Pages
• Understand Power Platform Architecture and experience in design solution in PowerPlatform.
• Experience in creating Custom Web resources for PowerApps"," Developing and using custom connectors
• Consume functions/API's to retrieve/update data from the database
• Power BI experience will be an added advantage
Knowledge on Azure DevOps CI/CD Pipelines",https://www.linkedin.com/jobs/view/3597801037,,,,
Microsoft Power Apps,linkedin,PowerApp Developer ,Tata Consultancy Services,Noida,6 - 10 years,VMWare Administrator,"Microsoft Dynamics, Microsoft Power Apps, and Microsoft Power Platform","Passion for moving organizations forward with the Power Platform and excitement for the impact Power Platform can have on customer experiences. 
Must have a minimum of 5 years of Microsoft Power Platform or Dynamics 365 CRM development experience. 
Hands-on experience with Power Apps and Power Platform technical solutions. 
Work experience with Software as a Service (SaaS) and/or Platform as a Service (PaaS) environments. 
Core Skills: C#, SQL, .Net, Power Apps, SharePoint, Microsoft DataVerse (CDS), Power Automate, Graph API. 
Experience with and a good understanding of the Power Platform CoE and governance components. 
BA/BS degree in a computer discipline, or equivalent applicable experience. 
Familiarity with Agile project management and sprint planning. 
Ability to work independently as well as collaboratively on cross-functional teams. 
Highly skilled in interpersonal and verbal/written communications, presentations, math, analytical and problem-solving skills. 
","Delivering services and solutions for clients using Microsoft’s PowerApps, Power BI, SharePoint, Power Automate, Microsoft Teams, custom development, and data integrations 
Provide hands-on technical expertise to design and implement Power Platform based solutions satisfying customer requirements. 
Help guide teams to effectively use the Microsoft Power Platform (Power BI, Power Apps, Power Automate and Power Virtual Agent) 
Understand business difficulties to provide solutions by applying problem-solving and decision-making skills 
Keep abreast of new technologies and be aware of industry standards, best practices, and trends 
Automate business processes with Power Apps and Power Automate; outputs will include data visualization and low code applications 
Use various connectors to connect disparate systems to Power Platform applications. 
Recommend and guide development of APIs for Line of Business applications that do not have native connectors 
Identify areas and processes where Power Platform and Microsoft 365 can be better leveraged and facilitate process improvement. 
Assists in the evaluation, development, and implementation of company systems, including custom developed, off-the-shelf, and/or hosted solutions. 
Adept at crafting Power Apps and Power Platform solutions with the ability to impart your knowledge to both pro-developers and citizen developers. 
Partner with cross-function technology and design teams to ensure consistent, positive client interaction and solution delivery.",https://www.linkedin.com/jobs/view/4010614122,,,,
ANY,naukri.com,LEAD ENGINEER POWER PLATFORM,Johnson and Johnson Kenvue,Bengaluru,4 - 8 years,Technical Lead,"IT services
Process automation
Change management
data loss prevention
Powershell
Analytical
Support services
power bi
microsoft
Analytics","BA / BS required and degree in STEM field preferred.
4+ years of relevant technology experience.
Experience managing enterprise IT services, technical products, or projects.
Ability to multi-task with solid analytical and problem-solving skills.
Ability to organize priorities and act with a sense of urgency when necessary.
Industry best practice knowledge of Power Platform, automation, and deployment.
Ability to troubleshoot advanced cloud client problems in a complex environment.
Knowledge of analytics tools and processes.
Knowledge of security and compliance features like Data Loss Prevention.
Cloud troubleshooting capabilities to enable global deployments.
Understanding of IT Change Management concepts.
Required Skills and Experience:
Preferred but non-essential Skills and Experience:
Power Apps (Canvas Apps, Model-Driven Apps, Dataverse)
Power Automate
SharePoint Online and Microsoft Teams
PowerShell
Power Platform COE Starter Kit
Power BI
Dynamics 365
Power Virtual Agents
Power Pages
Robotic Process Automation
Power Platform Creator Kit","Support in-scope services, including Power Platform, Power Apps and Power Automate.
Use your mix of technical hands-on experience and enterprise IT knowledge to define policies around the Power Platform that will promote healthy and sustainable growth.
Responsible for Microsofts End User automation tools included with Microsoft 365.
Support services that are delivered in compliance with all corporate, standard operating procedures and processes using Metrics, Compliance Checks and Reports.
Partner with Microsoft to understand their Roadmap and how new features will impact our environment and decide what to implement for the New Consumer Health Company.
Create required documentation, knowledge articles and communications related to above technologies.
Create gateway and gateway connections to ensure users have access to necessary data
Be an internal evangelist for the Power Platform and empower citizen developer employees to build low-code/no-code solutions with the Power Platform.
Partner with key stakeholders to ensure testing and preparation for releases and been conducted.
Perform root cause analysis and remediate Build / Client issues related to releases when they arise.
Partner with the custom development team to troubleshoot issues.
Provide leadership for local, regional and / or global projects and activities undertaken by IT in support of its mission as opportunities arise. Achieve specific target goals on time and within specifications.",LEAD ENGINEER POWER PLATFORM - Bengaluru/Bangalore - Johnson and Johnson Kenvue - 4 to 8 years of experience (naukri.com),,,,
ANY,naukri.com,"Leader, Low Code No Code Cluster
",Nokia,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3 years,Technical Lead,,"Proven experience managing complex technology-driven transformations.
Robust understanding of LCNC platform (eg ServiceNow, MS Power Platform), development, operation, architecture, and best practices.
Working knowledge of non-LCNC automation technologies
Strong business acumen and fluency in financial metrics.
Customer-centric mindset with experience, leading discussions with Business, IT, Architecture, Legal, Security Compliance teams
Ability to manage and collaborate with cross-functional, culturally diverse teams.
Demonstrable commitment to continuous learning and professional development as evidenced by certifications and coursework
Hands-on, proactive problem-solving approach with a focus on delivering results","Lead and progress development of the LCNC Center of Excellence team.
Drive self-service automation initiatives through citizen developer enablement
Partner with cross-functional Nokia teams to identify and address automation needs using LCNC solutions
Enhance and maintain governance frameworks and engagement models for automation discovery, design, development, and support
Build nurture a highly skilled team of LCNC experts and developers
Oversee performance, maintenance, and continuous improvement of deployed automations
Define and execute the LCNC programs strategic roadmap, prioritization, and delivery
Conduct ongoing product and technology evaluations to maintain a best-in-class LCNC technology stack
Champion LCNC processes and methodologies across Nokia, ensuring alignment of business-led low-code initiatives programs with LCNC CoE s platform architectural principles, guidelines, and guardrails","Leader, Low Code No Code Cluster - Chennai,Pune,Delhi,Mumbai,Bengaluru/Bangalore,Hyderabad / Secunderabad,Kolkata - Nokia - 3 to 3 years of experience (naukri.com)",,,,
ANY,naukri.com,"Low Code App Developer & Website Developer
",Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","4 - 6 years
",Full Stack Developer,,"Proficiency in low-code development platforms like OutSystems, Mendix, Microsoft Power Apps, or similar
Strong problem-solving skills and logical thinking
Understanding of database concepts and data modeling","Application Development: Using low-code development tools and platforms to create web and mobile applications
Customization: Tailoring applications to meet specific business requirements through configuration and customization of pre-built components
Workflow Design: Designing and implementing application workflows and logic without extensive coding
Integration: Connecting applications with databases, third-party APIs, and other systems to ensure data flow and functionality
Testing: Conducting testing and quality assurance to ensure that applications function correctly and meet user requirements
Troubleshooting: Identifying and resolving issues or errors in low-code applications
User Training: Providing training to end-users on how to use and maintain low-code applications
Security: Ensuring the security of data and applications developed on low-code platforms","Low Code App Developer & Website Developer - Chennai,Pune,Delhi,Mumbai,Bengaluru/Bangalore,Hyderabad / Secunderabad,Kolkata - Coders Brain Pvt Ltd - 4 to 6 years of experience (naukri.com)",,,,
ANY,naukri.com,Low Code Platform Developer - Mendix,Siemens,Pune,0 - 3 years,Software Development - Other,"OOP like Java to create custom logic and integrate with Mendixapplication

RDBMS/SQL and GIT and CI/CD Pipeline
Code quality aspects and OOPS/OOAD/UML
Cloud environment (like AWS) for operation activities","Ability to implement solutions as per designs, owntopics or components, produce and deliver quality code
Analytical capabilities, ability to learn quickly andorganizational skills
Abstraction capability and logical thinking
Social competence: the ability to work in teams andexcellent communication skills
Customer-focused behavior, solution-focused, proactiveaction, and initiative
Ability in interacting with internal and externalpartners
Ability to give technical suggestion and carry outPoCs as needed
Change orientation to cope with dynamically changingproject topics.","We are looking for a Low Code Platform Developer - Mendix
Software Development for Mendix based Web and mobileapplications
Handle analysis, estimation, design, implementation,change Requests, continuous Integration
Code Review and (automated) testing
Root cause analysis and bugs correction
Notify and track dependencies on other teams
Produce technical documentation
Participate on regular status meetings
Complement Project lead / Scrum masters in planning,tracking activities
Improve the awareness for self and regarding Mendixupdates, upgrades, Events",https://www.naukri.com/job-listings-low-code-platform-developer-mendix-siemens-limited-pune-0-to-3-years-060624501669?src=jobsearchDesk&sid=17255276872208320&xp=15&px=1,,,,
ANY,naukri.com,LCNC-Low Code Developer- Product engineering services company,Talent Infinity,Chennai,2 - 5 years,Software Development - Other,"java
joget
Low Code","Minimum 2 to 5 years of Low Code platform experience is a must.
Hands on experience with Low Code platforms is mandatory (Joget)
Proficient in using Java technology for web-based applications, preferably in Apache Maven, Spring and Hibernate
Strong in HTML, CSS, and JavaScript
• Good database and SQL skills",,"LCNC-Low Code Developer- Product engineering services company - Chennai,Coimbatore - Talent Infinity - 2 to 5 years of experience (naukri.com)",,,,
ANY,naukri.com,Full Stack .NET Developer - Mendix / OutSystems Developer,Optimum Infosystem,Chennai,3 - 8 years,Full Stack Developer,"C#
SQL Queries
Software Development Life Cycle
ASP.Net","Development Team Member / Lead - Minimum 3 to 10 years of hands-on development experience.
Individual contributor role
Following are the list of preferred skills:
UI Design e.g., Data Entry, Layout and Actions.
Workflows / Micro flows, Data validation and security.
SQL Development and Integration
Asp. Net/ Dot Net / C# / Asp. Net Full stack Developer
Rest API Integration
Unit Testing & Automation
HTML/CSS Knowledge
Mendix experience
OutSystems experience
Hand on experience in developing web application using low code platforms.
Proficient in writing Complex SQL Queries and SQL functions.
Experience with code versioning tools e.g., GIT / SVN
Good learning ability, teamwork ability and communication ability; good at thinking, able to analyze and solve problems independently.
Comfortable with Agile operating models.
Ability to work in team in diverse/ multiple stakeholder environment.
","Collaborate with a team to design, develop, test, review and deliver new functions.
Manage the own task and provide technical guidance to junior colleagues.
Develop User Interface (UI), Batch Jobs, Business Components based on the design document requirements.
Develop OutSystems / Mendix components (UI, Workflows / Microflows, Unit Testing, Functional Testing) based on the functional requirements.
Ensure the performance, quality and responsiveness of applications.
Identify and correct issues and provide appropriate solutions in upfront.
Maintain design, development standards and code quality as per the policy and guidelines defined by Project Management Office (PMO)
Develop / Configure workflows and microflows based on the functional requirements.
Test, integrate, document and release software adhering to technical and quality standards.
Any other duties as and when assigned.",Full Stack .NET Developer - Mendix / OutSystems Developer - Chennai - Optimum Solutions - 3 to 8 years of experience (naukri.com),,,,
ANY,naukri.com,Low Code Developer (Intern),Zapuza,Medinipur,,Software Development - Other,,"Currently pursuing a degree in Computer Science, Information Technology, or a related field.
A passion for software development and a strong desire to learn.
Basic programming knowledge and understanding of software development concepts.
Excellent problem-solving skills and attention to detail.
Strong communication and teamwork abilities.
Eagerness to work with Low Code platforms and learn rapidly.","Low Code Development: Participate in the design, development, and testing of applications using Low Code platforms.
Collaboration: Work closely with experienced developers and project managers to understand project requirements and deliver high-quality solutions.
Problem Solving: Assist in identifying and resolving technical issues and challenges in the development process.
Learning and Growth: Continuously expand your knowledge and skills in Low Code Development and related technologies.
Documentation: Maintain clear and organized documentation of your work and contribute to project documentation.
Support: Provide support and assistance to the development team as needed.",Low Code Developer (Intern) - Medinipur - Zapuza - 0 to 1 years of experience (naukri.com),,Unpaid,,
ANY,indeed.com,Global Controller Technology- Application Technical Support Specialist-C12- Pune,Citi,Pune,8+ years,Global Controller Technology- Application Technical Support Specialist-C12- Pune,"8-12 years of relevant experience in Implementing IT solutions
Intermediate level experience in Applications Technical Support role","Minimum 8+ years of Technology exposure on low code technology like Appian, flowable, RDBMS, Java
Should processes analytical and troubleshooting skills.
Experience using ALM and CICD tools like Bitbucket, TFS, Jenkins, UDeploy, BMC RLM or related tools in an agile methodology.
Experience in working in Agile methodologies.

Experience within a banking/finance environment would be preferable.

Experience in Solution governance and quality assurance","Decent knowledge of core Appian concepts, records, interfaces, process models, deployments using pipeline, integrations, Web API's
Decent knowledge of database concepts, Appian on-premises vs cloud would be a good to have.
Consult with users, clients, and other technology groups on issues, and recommend programming solutions, install, and support customer exposure systems.
Apply fundamental knowledge of programming languages for design specifications.
Serve as advisor or coach to new or junior analysts.
Identify problems, analyze information, and make evaluative judgements to recommend and implement solutions.
Resolve issues by identifying and selecting solutions through the applications of acquired technical experience and guided by precedents.
Has the ability to operate with a limited level of direct supervision.
Can exercise independence of judgement and autonomy.
Acts as SME to senior stakeholders and /or other team members.
Appropriately assess risk when business decisions are made, demonstrating consideration for the firm's reputation and safeguarding Citigroup, its clients, and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behaviour, conduct and business practices, and escalating, managing and reporting control issues with transparency.",https://in.indeed.com/rc/clk?jk=1336af1d2c3fe0db&bb=e5NRw6fWMJ5iiYxkPy8DRGSLKHEBPGLP1VxvnLWtw_CPp1PpYHBUvxPcSwfoj3124YAX-clXyYMZr-e8Xd5YgKSmn37M5Rmw5o2g-TQdsEInasruMsfqLg%3D%3D&xkcb=SoCu67M38g7k2dx2Fp0IbzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3,,,,
ANY,indeed.com,"No-Code Specialist [Notion, Motion]",Digantara,Bengaluru,,"No-Code Specialist [Notion, Motion]","Built complex workflows using No-Code tools
Successfully integrated multiple No-Code tools for increasing efficiency","Proficiency in using software tools such as Notion, Motion, Jira, and other project management software.
Proven experience in workflow management, project management, or systems integration.
Degree/Training in Workflow Management, Project Management, No-Code tools, or a related field.","Design and implement workflows and systems to manage tasks and projects across multiple teams.
Utilize modern software tools (e.g., Notion, Motion, Jira) to build and manage these systems.
Do process audits and ensure that workflow shortcomings are addressed.
Integrate various task management methods into a unified system.
Implement automation features to streamline the flow of information from teams to higher-level managers.
Work closely with team leads and higher-level management to understand their needs and ensure the systems meet organizational goals.
Provide training and support to team members on using new systems and tools.",https://in.indeed.com/rc/clk?jk=854df0332a6b7ec0&bb=USP3HKXHDo1LK0Mk3WvpmC_7sGxlca67clx4r-YNstQMzSRHHxH9oVRbT32O0Zxmsxs0o1lAHqQhhLn3Y5mOi241aAm66uushjG11SO9EYwA1oCUVOaAAJL67-P5xhJX&xkcb=SoAy67M38g8Lq_2tEZ0LbzkdCdPP&fccid=745afe7e87f64784&cmp=Digantara&ti=Coding+Specialist&vjs=3,,,,
ANY,indeed.com,AVP - CRDM,Barclays,Noida,,AVP - CRDM,"Experience in Data Crunching/ Analysis
Design and managing SharePoints, Language Processing Skills (Structured and Unstructured), Workflow based automation
Financial Services experience
A relentless drive for executing consistency, efficiency and effectiveness across the organisation.
Leads by example by promoting trust and respect in all relationships. Builds a wide network across the business and externally, leveraging this to benefit the work of their team.
Can clearly articulate impacts of scenario analysis and put forward solutions/ recommendations for consideration.
Challenge the status quo by identifying opportunities for process improvements and implement control best practices across in-scope business areas
Excellent Communication skills for complex isssues in easy to understand business as well technical langauge (both verbally and written)","Graduate in any discipline
Experience in Controls, Governance, Reporting and Risk Management preferably in a financial services organisation
Excellent skills in data analysis using structured and unstructured data, generating key Insights and automation using SQL, Python, ETL Tools (e.g. Alteryx)
Good hands-on experience on data science and analytics tools and techniques like NLP and ML
Good Hands-on experience in Automation using Power Apps,Power Query, Power Automate, Alteryx and Python creating automated workflows and low-code/no-code application development.
Good knowledge of MS Office, Visual Studio, SharePoint and Data Management
Must have knowledge of PowerBI & SQL, R or similar, Language Processing
Comprehensive understanding of Risk, Governance and Control Frameworks and Processes
Understanding of Data Management Priniciples and Data Governance including BCBS 239
Ability to analyse, interpret and work robustly with others to identify issues and develop proposed solutions.
A clear understanding of the elements of an effective control environment, enterprise risk management framework, operational risk or other principal risk frameworks
Experience in managing or providing inputs for risk/ control committees
Extensive experience of managing stakeholders directly & indirectly and across geographies & cultures, including presenting to senior leaders, supporting and providing robust challenge where appropriate.
Experience in a risk and control capacity of a major banking/financial services organisation.
Understanding of and experience of working with MI & Reporting preferably within Operational Risk space
Strong understanding and practical exposure to application of BCBS 239 principles and related frameworks
Commercially astute, demonstrates a consultative, yet pragmatic approach with integrity to solving issues, focusing on areas of significance and value to the business.
A strong understanding of Risk and Control environment/control framworks/op risk, including understanding of second and third line functions and impact across people, process and technology.","Management Information & Reporting

Develop and deliver best in class data analytics and business intelligence products (using advance data analytics tools and techniques e.g. Python, Language Processing, Structured Query, etc.) to enable stakeholders to make informed business decisions.
Work collaboratively with CCO Governance & Controls Business Partner teams to deliver against the MI , Data Insight & Reporting strategy for the business.
Work collaboratively to produce clear, consistent, robust and value-adding and forward looking MI and Data Insight capability, leveraging all stakeholder requirements.
Ensure consistent and quality MI & Reporting insights are delivered.
Act as the overall quality assessor of all MI & Reporting products published to the role holder’s business(es) or function(s).
Drive a culture of continuous improvement in MI Practice products and overall proposition, both with allocated regional business/function and cross-firm.
Act as principle point of contact for allocated regional business/function for all MI Practice enquiries and requirements.
Co-ordinate, monitor, review and report on regulatory engagement.
Operational Risk & Control Data Management

Maintain and support Operational Risk & Control data requirement and its compliance with Group Data Management Policy and Standards (GDMS) and Controls MI & Reporting Standard requirements through development and operation of data structure, data enhancements including compliance with governance and control requirements.
Development and oversight of domain’s data requirements, authoritative data sources, lineage and metadata management to support reporting requirement with structured and unstructured data sources using RDMS Concepts, ETL, Language Processing, Structured Query, etc.

Stakeholder Management and Leadership

Able to influence and secure support of stakeholders both internally and externally to the Group Operational Risk function when required to achieve goals.
Establish effective working relationships and demonstrate credibility when dealing with stakeholders up to and including Managing Director level.
Demonstrate a collaborative communication style, promoting trust and respect with a range of stakeholders including Operational Risk subject matter experts (SMEs), RFT Chief Data Office, Risk Information Services, RFT Architecture and Controls Technology
Work collaboratively with stakeholders in Chief Controls Office (e.g. Control Business Partners and others) to ensure that function’s strategic and operational objectives are delivered in time.
Facilitate dialogue between different stakeholders to aid decision making process.
Build, coordinate and leverage, as appropriate, a network of contacts when delivering against projects and tasks.
Decision-making and Problem Solving

Participate in CCO leadership and other meetings as necessary.
Able to influence and secure support of stakeholders both internally and externally to the Group Operational Risk function when required to achieve goals.
Establish effective working relationships and demonstrate credibility when dealing with stakeholders up to and including Managing Director level.
Build and maintain relationships across the business to ensure their input is incorporated into transformation programmes/projects. Ability to manage a highly complex matrix of stakeholders at a senior level.
Demonstrate a collaborative communication style, promoting trust and respect with a range of stakeholders including Operational Risk/ Controls subject matter experts (SMEs), RFT Chief Data Office, Risk Information Services, RFT Architecture and Controls Technology
Work collaboratively with stakeholders in Chief Controls Office (e.g. Control Business Partners and others) to ensure that function’s strategic and operational objectives are delivered in time.
Facilitate dialogue between different stakeholders to aid decision making process.
Build, coordinate and leverage, as appropriate, a network of contacts when delivering against projects and tasks.
To role model the values and set the tone from the top on how to ‘Live the values’ with Barclays ‘Mindset’ when dealing with internal and external stakeholders.
To lead, manage and develop colleagues in the most effective and efficient manner to achieve the execution of the business strategy and plan in line with the Barclays Purpose, Values and Mindset.
To be accountable for the performance and talent management process, and succession plans, for own team and support other team leaders regarding these activities for their local staff.
Risk and Control Objective

Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards.

Person Specification

Personal attributes essential to performing role including competencies, expertise, knowledge, and experience.",https://in.indeed.com/rc/clk?jk=23efa0cd9cb950d6&bb=USP3HKXHDo1LK0Mk3WvpmAnwloDJ7QMMXPAMAf53PcIXXNHomcbKzcAgdQcC2-Na0U-H14zyoTrflf8-fD69rr4oLtLREyx1WHfA-KTZ7roQWtzUAsOWUUmsWOId7R4I&xkcb=SoCG67M38g8Lq_2tEZ0KbzkdCdPP&fccid=057abf3fd357e717&vjs=3,,,,
ANY,indeed.com,AI Workflow Automation Specialist,Transform Solution,Surat,AI Workflow Automation Specialist,,"Python Skills: Experience with Python for more advanced automation tasks and integration of AI tools.
Workflow Optimization: Experience optimizing business processes and workflows using AI and low code/no code tools.
Data Analysis: Ability to analyze data and draw insights to improve AI-driven processes.
Project Management: Skills in managing projects ensuring timely delivery of AI solutions.
Innovation Mindset: A forward-thinking approach to integrating the latest AI advancements into practical solutions.
","Experience: Minimum of 3 years in AI-driven automation, strongly focusing on implementing and managing AI tools and low-code/no-code platforms.
AI Expertise: Advanced skills in using AI tools like ChatGPT and other generative AI technologies.
Low Code/No Code Skills: Proficiency in utilizing low code/no code platforms to develop automation solutions.
Analytical Acumen: Excellent problem-solving and analytical skills to address complex automation challenges.
Detail-Oriented: Meticulous attention to detail to ensure accuracy and reliability in automated workflows.
Effective Communication: Strong communication skills to collaborate with team members and document processes clearly.
Independence: Proven ability to work independently, effectively managing multiple tasks and deadlines.","Automate Existing Processes: Design, develop, and implement AI-driven solutions to automate and optimize existing client projects and internal processes.
Leverage AI Tools: Utilize advanced AI tools such as ChatGPT and other generative AI technologies to streamline and enhance various workflows.
Utilize Low Code/No Code Solutions: Apply low code/no code platforms to create efficient automation solutions without extensive programming.
Reduce Manual Efforts: Create innovative automation solutions that significantly reduce manual tasks and increase operational efficiency.
Optimize Performance: Continuously monitor and improve the performance of AI-driven workflows to ensure optimal efficiency and effectiveness.
Collaborate Effectively: Work closely with different teams to understand workflow requirements and develop tailored AI solutions.
Troubleshoot and Resolve Issues: Identify and resolve any issues related to AI automation processes, ensuring smooth operation.
Stay Ahead of Trends: Stay updated with the latest AI and automation technology advancements to keep our solutions cutting-edge.
Document Thoroughly: Maintain clear and comprehensive documentation of AI workflows, processes, and tools used for transparency and knowledge sharing.
",https://in.indeed.com/rc/clk?jk=8d61759c6a3b16bd&bb=USP3HKXHDo1LK0Mk3WvpmNfWRMOo8HyV_UQErj9sOiY0smKVa27niRNlo0TmptsxmQGXrkQbOqwV7PbN4Eek_DeNvjBILMZe3V81CfezVkfoyMODn4dnEjAwNr2xLZF9&xkcb=SoAb67M38g8Lq_2tEZ0JbzkdCdPP&fccid=712563edabc665aa&vjs=3,,,,
ANY,indeed.com,AI/CRM Automation Engineer,SJ INNOVATION,Goa,,AI/CRM Automation Engineer,1 - 3 years of hands-on experience with CRM systems and tool automation,"Proven experience with CRM platforms (GohighLevel).
Strong background in developing efficient automation workflows using GohighLevel.
Expertise in API integrations and connecting third-party software solutions with GohighLevel, Make.com, and Zapier.
Experience building AI agents or chatbots with tools such as Botpress, Voiceflow, Chatbase.
Proficiency no-code/low code automation software like Make.com, Zapier Bubble.io and AirTable.
Solid understanding of core technical principles with practical application skills.
Proficient in prompt engineering and training AI agents' knowledge bases.","Develop and manage intricate automation workflows using GohighLevel and other CRM systems alongside Zapier or Make.com.
Execute seamless integrations of third-party software with CRMs through robust API connections.
Build AI agents and chatbots using tools like GohighLevel, Botpress, Voiceflow, Chatbase.
Quickly learn new tools and technologies to stay ahead of industry trends.
Proactively identify technical issues; provide effective solutions that improve system performance.
Design and implement high-converting landing pages within CRM platforms (GohighLevel). (Optional)",https://in.indeed.com/rc/clk?jk=0e776455e9ef00a2&bb=USP3HKXHDo1LK0Mk3WvpmOh3VfueOJ3OHNTLRpk-pIuMxjbS2rMFQ9fWdCLfZrKkPN2tGbND6IxIGXg8GySRBuUuFgGMI_ZnxxWVqGRsPAUfyN7CosrvW-U9_ZbFTLW4&xkcb=SoAh67M38g8Lq_2tEZ0PbzkdCdPP&fccid=6e74c025908349d5&vjs=3,,,,
